,y1,y2
0,0.9355204796675167,0.003015409131900161
1,0.970128727125838,0.0019366566769030977
2,0.962503779796198,0.0014473140353919792
3,0.9833938906562453,0.0011134644469558027
4,0.9801208501567222,0.0008817312089853132
5,0.8881617022078532,0.0037148887600654177
6,0.9315999842222591,0.0024009633927430793
7,0.9408769899657073,0.0018266794350710405
8,0.9595031972184831,0.0014633874443073281
9,0.9755050054611838,0.0011768015435564862
10,0.8192497598866829,0.003946885555990874
11,0.8869364411050945,0.0027450701348867264
12,0.9275299675649192,0.0020702191213099845
13,0.9394908871349988,0.0016379468041724313
14,0.9433591257291806,0.0014301213667095246
15,0.7620232215219522,0.004002399396892874
16,0.8556737118157223,0.002890282295182169
17,0.8937727468634442,0.0022253505776805528
18,0.9106524967758035,0.001812728806587899
19,0.9326116914565348,0.001591010949103967
20,0.7145634207489299,0.003886715367474573
21,0.8082092875995673,0.0028539671027627534
22,0.8582506440089188,0.0022795890617664035
23,0.8838243355376814,0.0019025778615200588
24,0.911202390004273,0.0016255009481305842
