,0
1078,35.71
1079,28.568
1080,32.139
1081,42.852
1082,39.281
1083,28.568
1084,39.281
1085,39.281
1086,28.568
1087,32.139
1088,28.568
1089,28.568
1090,42.852
1091,35.71
1092,28.568
1093,42.852
1094,28.568
1095,35.71
1096,39.281
1097,42.852
1098,42.852
1099,35.71
1100,39.281
1101,39.281
1102,32.139
1103,28.568
1104,39.281
1105,39.281
1106,35.71
1107,39.281
1108,35.71
1109,32.139
1110,39.281
1111,28.568
1112,32.139
1113,28.568
1114,32.139
1115,42.852
1116,28.568
1117,32.139
1118,42.852
1119,28.568
1120,42.852
1121,35.71
1122,39.281
1123,32.139
1124,39.281
1125,42.852
1126,39.281
1127,32.139
1128,32.139
1129,42.852
1130,32.139
1131,35.71
1132,35.71
1133,42.852
1134,42.852
1135,35.71
1136,32.139
1137,39.281
1138,39.281
1139,39.281
1140,35.71
1141,39.281
1142,39.281
1143,39.281
1144,28.568
1145,42.852
1146,42.852
1147,32.139
1148,35.71
1149,32.139
1150,35.71
1151,28.568
1152,39.281
1153,42.852
1154,39.281
1155,35.71
1156,28.568
1157,42.852
1158,39.281
1159,28.568
1160,32.139
1161,42.852
1162,42.852
1163,35.71
1164,32.139
1165,28.568
1166,39.281
1167,35.71
1168,39.281
1169,39.281
1170,39.281
1171,28.568
1172,35.71
1173,39.281
1174,35.71
1175,42.852
1176,42.852
1177,28.568
1178,32.139
1179,35.71
1180,32.139
1181,39.281
1182,32.139
1183,28.568
1184,39.281
1185,28.568
1186,28.568
1187,42.852
1188,32.139
1189,35.71
1190,35.71
1191,32.139
1192,35.71
1193,28.568
1194,42.852
1195,35.71
1196,42.852
1197,42.852
1198,32.139
1199,42.852
1200,28.568
1201,32.139
1202,39.281
1203,32.139
1204,28.568
1205,32.139
1206,42.852
1207,39.281
1208,42.852
1209,32.139
1210,28.568
1211,32.139
1212,28.568
1213,35.71
1214,42.852
1215,42.852
1216,39.281
1217,42.852
1218,42.852
1219,42.852
1220,35.71
1221,39.281
1222,39.281
1223,39.281
1224,35.71
1225,32.139
1226,42.852
1227,35.71
1228,42.852
1229,42.852
1230,39.281
1231,35.71
1232,28.568
1233,39.281
1234,35.71
1235,35.71
1236,35.71
1237,39.281
1238,39.281
1239,28.568
1240,35.71
1241,28.568
1242,35.71
1243,42.852
1244,42.852
1245,39.281
1246,35.71
1247,28.568
1248,28.568
1249,32.139
1250,28.568
1251,32.139
1252,32.139
1253,42.852
1254,35.71
1255,32.139
1256,42.852
1257,42.852
1258,42.852
1259,35.71
1260,32.139
1261,35.71
1262,32.139
1263,35.71
1264,39.281
1265,35.71
1266,42.852
1267,28.568
1268,35.71
1269,39.281
1270,39.281
1271,39.281
1272,39.281
1273,42.852
1274,42.852
1275,35.71
1276,28.568
1277,42.852
1278,35.71
1279,28.568
1280,32.139
1281,28.568
1282,28.568
1283,42.852
1284,32.139
1285,35.71
1286,42.852
1287,35.71
1288,32.139
1289,39.281
1290,42.852
1291,28.568
1292,32.139
1293,28.568
1294,28.568
1295,35.71
1296,28.568
1297,35.71
1298,39.281
1299,39.281
1300,32.139
1301,32.139
1302,39.281
1303,42.852
1304,39.281
1305,42.852
1306,32.139
1307,39.281
1308,35.71
1309,42.852
1310,39.281
1311,35.71
1312,28.568
1313,42.852
1314,28.568
1315,35.71
1316,28.568
1317,39.281
1318,42.852
1319,35.71
1320,32.139
1321,35.71
1322,32.139
1323,42.852
1324,42.852
1325,32.139
1326,28.568
1327,28.568
1328,32.139
1329,42.852
1330,35.71
1331,28.568
1332,42.852
1333,28.568
1334,32.139
1335,35.71
1336,42.852
1337,28.568
1338,39.281
1339,42.852
1340,35.71
1341,39.281
1342,39.281
1343,42.852
1344,32.139
1345,32.139
1346,32.139
1347,28.568
1348,39.281
1349,39.281
1350,42.852
1351,28.568
1352,35.71
1353,28.568
1354,35.71
1355,35.71
1356,35.71
1357,39.281
1358,35.71
1359,28.568
1360,35.71
1361,39.281
1362,32.139
1363,32.139
1364,32.139
1365,39.281
1366,42.852
1367,42.852
1368,28.568
1369,39.281
1370,42.852
1371,32.139
1372,32.139
1373,42.852
1374,28.568
1375,42.852
1376,28.568
1377,32.139
1378,42.852
1379,42.852
1380,42.852
1381,35.71
1382,39.281
1383,35.71
1384,42.852
1385,39.281
1386,28.568
1387,28.568
1388,28.568
1389,42.852
1390,35.71
1391,42.852
1392,39.281
1393,42.852
1394,35.71
1395,32.139
1396,28.568
1397,35.71
1398,39.281
1399,39.281
1400,28.568
1401,28.568
1402,35.71
1403,42.852
1404,28.568
1405,28.568
1406,28.568
1407,35.71
1408,35.71
1409,28.568
1410,35.71
1411,42.852
1412,32.139
1413,32.139
1414,42.852
1415,39.281
1416,35.71
1417,35.71
1418,28.568
1419,28.568
1420,39.281
1421,39.281
1422,32.139
1423,32.139
1424,28.568
1425,28.568
1426,32.139
1427,35.71
1428,35.71
1429,39.281
1430,32.139
1431,39.281
1432,39.281
1433,32.139
1434,39.281
1435,42.852
1436,32.139
1437,28.568
1438,32.139
1439,39.281
1440,42.852
1441,39.281
1442,39.281
1443,28.568
1444,35.71
1445,35.71
1446,39.281
1447,32.139
1448,39.281
1449,35.71
1450,39.281
1451,39.281
1452,32.139
1453,42.852
1454,39.281
1455,39.281
1456,28.568
1457,42.852
1458,39.281
1459,39.281
1460,28.568
1461,32.139
1462,28.568
1463,39.281
1464,32.139
1465,28.568
1466,42.852
1467,35.71
1468,28.568
1469,32.139
1470,28.568
1471,42.852
1472,42.852
1473,32.139
1474,42.852
1475,32.139
1476,32.139
1477,32.139
1478,42.852
1479,39.281
1480,42.852
1481,39.281
1482,35.71
1483,32.139
1484,32.139
1485,28.568
1486,39.281
1487,42.852
1488,42.852
1489,42.852
1490,42.852
1491,35.71
1492,32.139
1493,35.71
1494,42.852
1495,28.568
1496,28.568
1497,35.71
1498,32.139
1499,35.71
1500,35.71
1501,35.71
1502,28.568
1503,28.568
1504,39.281
1505,39.281
1506,32.139
1507,28.568
1508,28.568
1509,32.139
1510,42.852
1511,35.71
1512,28.568
1513,35.71
1514,42.852
1515,39.281
1516,28.568
1517,39.281
1518,32.139
1519,28.568
1520,42.852
1521,35.71
1522,35.71
1523,39.281
1524,39.281
1525,32.139
1526,32.139
1527,35.71
1528,32.139
1529,28.568
1530,35.71
1531,39.281
1532,35.71
1533,39.281
1534,28.568
1535,28.568
1536,28.568
1537,39.281
1538,35.71
1539,42.852
1540,42.852
1541,35.71
1542,32.139
1543,42.852
1544,39.281
1545,35.71
1546,28.568
1547,39.281
1548,32.139
1549,39.281
1550,28.568
1551,32.139
1552,32.139
1553,42.852
1554,32.139
1555,32.139
1556,35.71
1557,32.139
1558,32.139
1559,42.852
1560,28.568
1561,28.568
1562,35.71
1563,39.281
1564,39.281
1565,42.852
1566,32.139
1567,39.281
1568,42.852
1569,35.71
1570,39.281
1571,28.568
1572,35.71
1573,28.568
1574,42.852
1575,39.281
1576,42.852
1577,42.852
1578,42.852
1579,28.568
1580,28.568
1581,28.568
1582,39.281
1583,32.139
1584,42.852
1585,35.71
1586,28.568
1587,42.852
1588,32.139
1589,32.139
1590,42.852
1591,28.568
1592,42.852
1593,32.139
1594,28.568
1595,39.281
1596,39.281
1597,32.139
1598,28.568
1599,32.139
1600,28.568
1601,32.139
1602,39.281
1603,32.139
1604,35.71
1605,32.139
1606,28.568
1607,32.139
1608,28.568
1609,42.852
1610,28.568
1611,42.852
1612,32.139
1613,32.139
1614,28.568
1615,35.71
1616,35.71
1617,32.139
1618,28.568
1619,39.281
1620,39.281
1621,32.139
1622,32.139
1623,35.71
1624,39.281
1625,28.568
1626,28.568
1627,35.71
1628,39.281
1629,39.281
1630,35.71
1631,32.139
1632,42.852
1633,28.568
1634,32.139
1635,28.568
1636,28.568
1637,32.139
1638,35.71
1639,32.139
1640,42.852
1641,39.281
1642,39.281
1643,32.139
1644,28.568
1645,32.139
1646,39.281
1647,39.281
1648,28.568
1649,28.568
1650,42.852
1651,39.281
1652,28.568
1653,39.281
1654,32.139
1655,39.281
1656,42.852
1657,35.71
1658,42.852
1659,39.281
1660,39.281
1661,35.71
1662,39.281
1663,35.71
1664,28.568
1665,42.852
1666,39.281
1667,42.852
1668,32.139
1669,42.852
1670,39.281
1671,32.139
1672,28.568
1673,32.139
1674,32.139
1675,42.852
1676,42.852
1677,42.852
1678,35.71
1679,28.568
1680,28.568
1681,39.281
1682,42.852
1683,42.852
1684,39.281
1685,42.852
1686,35.71
1687,35.71
1688,39.281
1689,42.852
1690,39.281
1691,32.139
1692,28.568
1693,35.71
1694,35.71
1695,42.852
1696,39.281
1697,39.281
1698,32.139
1699,42.852
1700,39.281
1701,28.568
1702,28.568
1703,32.139
1704,39.281
1705,32.139
1706,39.281
1707,42.852
1708,32.139
1709,32.139
1710,28.568
1711,35.71
1712,32.139
1713,28.568
1714,39.281
1715,35.71
1716,42.852
1717,28.568
1718,42.852
1719,28.568
1720,35.71
1721,35.71
1722,28.568
1723,42.852
1724,42.852
1725,42.852
1726,39.281
1727,28.568
1728,39.281
1729,39.281
1730,28.568
1731,39.281
1732,32.139
1733,42.852
1734,32.139
1735,35.71
1736,32.139
1737,35.71
1738,28.568
1739,28.568
1740,39.281
1741,32.139
1742,28.568
1743,39.281
1744,35.71
1745,42.852
1746,28.568
1747,28.568
1748,35.71
1749,39.281
1750,35.71
1751,42.852
1752,42.852
1753,32.139
1754,39.281
1755,35.71
1756,35.71
1757,28.568
1758,35.71
1759,32.139
1760,35.71
1761,39.281
1762,35.71
1763,35.71
1764,32.139
1765,32.139
1766,39.281
1767,39.281
1768,42.852
1769,32.139
1770,28.568
1771,42.852
1772,28.568
1773,28.568
1774,32.139
1775,39.281
1776,39.281
1777,42.852
1778,42.852
1779,28.568
1780,39.281
1781,35.71
1782,28.568
1783,42.852
1784,39.281
1785,35.71
1786,42.852
1787,35.71
1788,32.139
1789,28.568
1790,39.281
1791,32.139
1792,28.568
1793,35.71
1794,28.568
1795,35.71
1796,39.281
1797,39.281
1798,28.568
1799,35.71
1800,35.71
1801,39.281
1802,28.568
1803,28.568
1804,28.568
1805,39.281
1806,42.852
1807,32.139
1808,42.852
1809,42.852
1810,39.281
1811,39.281
1812,39.281
1813,35.71
1814,32.139
1815,42.852
1816,35.71
1817,28.568
1818,39.281
1819,32.139
1820,42.852
1821,42.852
1822,35.71
1823,28.568
1824,28.568
1825,42.852
1826,32.139
1827,42.852
1828,28.568
1829,28.568
1830,42.852
1831,28.568
1832,42.852
1833,35.71
1834,39.281
1835,39.281
1836,32.139
1837,28.568
1838,35.71
1839,35.71
1840,28.568
1841,42.852
1842,28.568
1843,28.568
1844,39.281
1845,35.71
1846,39.281
1847,39.281
1848,28.568
1849,42.852
1850,42.852
1851,39.281
1852,32.139
1853,28.568
1854,42.852
1855,39.281
1856,39.281
1857,39.281
1858,39.281
1859,35.71
1860,32.139
1861,35.71
1862,39.281
1863,32.139
1864,42.852
1865,39.281
1866,28.568
1867,28.568
1868,42.852
1869,42.852
1870,32.139
1871,32.139
1872,42.852
1873,28.568
1874,39.281
1875,35.71
1876,28.568
1877,35.71
1878,28.568
1879,32.139
1880,35.71
1881,42.852
1882,42.852
1883,35.71
1884,35.71
1885,42.852
1886,35.71
1887,42.852
1888,28.568
1889,35.71
1890,28.568
1891,39.281
1892,39.281
1893,39.281
1894,35.71
1895,42.852
1896,28.568
1897,39.281
1898,28.568
1899,35.71
1900,39.281
1901,28.568
1902,42.852
1903,39.281
1904,35.71
1905,39.281
1906,32.139
1907,39.281
1908,28.568
1909,32.139
1910,42.852
1911,32.139
1912,35.71
1913,39.281
1914,32.139
1915,28.568
1916,28.568
1917,32.139
1918,42.852
1919,28.568
1920,35.71
1921,32.139
1922,42.852
1923,39.281
1924,42.852
1925,32.139
1926,28.568
1927,35.71
1928,28.568
1929,42.852
1930,35.71
1931,39.281
1932,42.852
1933,32.139
1934,28.568
1935,42.852
1936,28.568
1937,32.139
1938,32.139
1939,28.568
1940,28.568
1941,28.568
1942,42.852
1943,35.71
1944,42.852
1945,39.281
1946,35.71
1947,28.568
1948,28.568
1949,39.281
1950,35.71
1951,28.568
1952,42.852
1953,32.139
1954,42.852
1955,42.852
1956,35.71
1957,35.71
1958,42.852
1959,32.139
1960,42.852
1961,39.281
1962,39.281
1963,35.71
1964,28.568
1965,32.139
1966,42.852
1967,39.281
1968,32.139
1969,35.71
1970,39.281
1971,32.139
1972,32.139
1973,32.139
1974,39.281
1975,32.139
1976,35.71
1977,32.139
1978,28.568
1979,28.568
1980,28.568
1981,32.139
1982,35.71
1983,28.568
1984,32.139
1985,39.281
1986,42.852
1987,32.139
1988,35.71
1989,35.71
1990,39.281
1991,42.852
1992,42.852
1993,32.139
1994,28.568
1995,42.852
1996,28.568
1997,42.852
1998,42.852
1999,39.281
2000,35.71
2001,39.281
2002,42.852
2003,28.568
2004,39.281
2005,42.852
2006,35.71
2007,35.71
2008,42.852
2009,32.139
2010,32.139
2011,28.568
2012,42.852
2013,28.568
2014,35.71
2015,28.568
2016,35.71
2017,28.568
2018,39.281
2019,32.139
2020,42.852
2021,42.852
2022,35.71
2023,32.139
2024,42.852
2025,39.281
2026,32.139
2027,39.281
2028,42.852
2029,39.281
2030,28.568
2031,32.139
2032,32.139
2033,32.139
2034,32.139
2035,42.852
2036,32.139
2037,42.852
2038,35.71
2039,39.281
2040,39.281
2041,42.852
2042,35.71
2043,42.852
2044,42.852
2045,35.71
2046,32.139
2047,28.568
2048,35.71
2049,28.568
2050,35.71
2051,32.139
2052,42.852
2053,35.71
2054,42.852
2055,35.71
2056,39.281
2057,39.281
2058,42.852
2059,39.281
2060,39.281
2061,32.139
2062,32.139
2063,42.852
2064,32.139
2065,42.852
2066,32.139
2067,35.71
2068,42.852
2069,39.281
2070,39.281
2071,32.139
2072,28.568
2073,42.852
2074,35.71
2075,32.139
2076,28.568
2077,39.281
2078,32.139
2079,35.71
2080,32.139
2081,28.568
2082,42.852
2083,32.139
2084,28.568
2085,32.139
2086,39.281
2087,32.139
2088,35.71
2089,32.139
2090,39.281
2091,32.139
2092,35.71
2093,35.71
2094,35.71
2095,28.568
2096,39.281
2097,42.852
2098,28.568
2099,35.71
2100,39.281
2101,42.852
2102,32.139
2103,32.139
2104,35.71
2105,32.139
2106,32.139
2107,35.71
2108,32.139
2109,42.852
2110,42.852
2111,39.281
2112,42.852
2113,35.71
2114,39.281
2115,42.852
2116,42.852
2117,32.139
2118,32.139
2119,28.568
2120,28.568
2121,32.139
2122,35.71
2123,28.568
2124,42.852
2125,39.281
2126,32.139
2127,39.281
2128,28.568
2129,39.281
2130,35.71
2131,42.852
2132,42.852
2133,32.139
2134,32.139
2135,42.852
2136,42.852
2137,42.852
2138,32.139
2139,42.852
2140,35.71
