,0,1
629,17.0,775.0
630,17.5,775.0
631,18.0,775.0
632,18.5,775.0
633,19.0,775.0
634,19.5,775.0
635,20.0,775.0
636,20.5,775.0
637,21.0,775.0
638,21.5,775.0
639,22.0,775.0
640,22.5,775.0
641,23.0,775.0
642,23.5,775.0
643,24.0,775.0
644,24.5,775.0
645,25.0,775.0
646,25.5,775.0
647,26.0,775.0
648,26.5,775.0
649,27.0,775.0
650,27.5,775.0
651,28.0,775.0
652,28.5,775.0
653,29.0,775.0
654,29.5,775.0
655,30.0,775.0
656,10.0,800.0
657,10.5,800.0
658,11.0,800.0
659,11.5,800.0
660,12.0,800.0
661,12.5,800.0
662,13.0,800.0
663,13.5,800.0
664,14.0,800.0
665,14.5,800.0
666,15.0,800.0
667,15.5,800.0
668,16.0,800.0
669,16.5,800.0
670,17.0,800.0
671,17.5,800.0
672,18.0,800.0
673,18.5,800.0
674,19.0,800.0
675,19.5,800.0
676,20.0,800.0
677,20.5,800.0
678,21.0,800.0
679,21.5,800.0
680,22.0,800.0
681,22.5,800.0
682,23.0,800.0
683,23.5,800.0
684,24.0,800.0
685,24.5,800.0
686,25.0,800.0
687,25.5,800.0
688,26.0,800.0
689,26.5,800.0
690,27.0,800.0
691,27.5,800.0
692,28.0,800.0
693,28.5,800.0
694,29.0,800.0
695,29.5,800.0
696,30.0,800.0
697,10.0,825.0
698,10.5,825.0
699,11.0,825.0
700,11.5,825.0
701,12.0,825.0
702,12.5,825.0
703,13.0,825.0
704,13.5,825.0
705,14.0,825.0
706,14.5,825.0
707,15.0,825.0
708,15.5,825.0
709,16.0,825.0
710,16.5,825.0
711,17.0,825.0
712,17.5,825.0
713,18.0,825.0
714,18.5,825.0
715,19.0,825.0
716,19.5,825.0
717,20.0,825.0
718,20.5,825.0
719,21.0,825.0
720,21.5,825.0
721,22.0,825.0
722,22.5,825.0
723,23.0,825.0
724,23.5,825.0
725,24.0,825.0
726,24.5,825.0
727,25.0,825.0
728,25.5,825.0
729,26.0,825.0
730,26.5,825.0
731,27.0,825.0
732,27.5,825.0
733,28.0,825.0
734,28.5,825.0
735,29.0,825.0
736,29.5,825.0
737,30.0,825.0
738,10.0,850.0
739,10.5,850.0
740,11.0,850.0
741,11.5,850.0
742,12.0,850.0
743,12.5,850.0
744,13.0,850.0
745,13.5,850.0
746,14.0,850.0
747,14.5,850.0
748,15.0,850.0
749,15.5,850.0
750,16.0,850.0
751,16.5,850.0
752,17.0,850.0
753,17.5,850.0
754,18.0,850.0
755,18.5,850.0
756,19.0,850.0
757,19.5,850.0
758,20.0,850.0
759,20.5,850.0
760,21.0,850.0
761,21.5,850.0
762,22.0,850.0
763,22.5,850.0
764,23.0,850.0
765,23.5,850.0
766,24.0,850.0
767,24.5,850.0
768,25.0,850.0
769,25.5,850.0
770,26.0,850.0
771,26.5,850.0
772,27.0,850.0
773,27.5,850.0
774,28.0,850.0
775,28.5,850.0
776,29.0,850.0
777,29.5,850.0
778,30.0,850.0
779,10.0,875.0
780,10.5,875.0
781,11.0,875.0
782,11.5,875.0
783,12.0,875.0
784,12.5,875.0
785,13.0,875.0
786,13.5,875.0
787,14.0,875.0
788,14.5,875.0
789,15.0,875.0
790,15.5,875.0
791,16.0,875.0
792,16.5,875.0
793,17.0,875.0
794,17.5,875.0
795,18.0,875.0
796,18.5,875.0
797,19.0,875.0
798,19.5,875.0
799,20.0,875.0
800,20.5,875.0
801,21.0,875.0
802,21.5,875.0
803,22.0,875.0
804,22.5,875.0
805,23.0,875.0
806,23.5,875.0
807,24.0,875.0
808,24.5,875.0
809,25.0,875.0
810,25.5,875.0
811,26.0,875.0
812,26.5,875.0
813,27.0,875.0
814,27.5,875.0
815,28.0,875.0
816,28.5,875.0
817,29.0,875.0
818,29.5,875.0
819,30.0,875.0
820,10.0,900.0
821,10.5,900.0
822,11.0,900.0
823,11.5,900.0
824,12.0,900.0
825,12.5,900.0
826,13.0,900.0
827,13.5,900.0
828,14.0,900.0
829,14.5,900.0
830,15.0,900.0
831,15.5,900.0
832,16.0,900.0
833,16.5,900.0
834,17.0,900.0
835,17.5,900.0
836,18.0,900.0
837,18.5,900.0
838,19.0,900.0
839,19.5,900.0
840,20.0,900.0
841,20.5,900.0
842,21.0,900.0
843,21.5,900.0
844,22.0,900.0
845,22.5,900.0
846,23.0,900.0
847,23.5,900.0
848,24.0,900.0
849,24.5,900.0
850,25.0,900.0
851,25.5,900.0
852,26.0,900.0
853,26.5,900.0
854,27.0,900.0
855,27.5,900.0
856,28.0,900.0
857,28.5,900.0
858,29.0,900.0
859,29.5,900.0
860,30.0,900.0
861,10.0,925.0
862,10.5,925.0
863,11.0,925.0
864,11.5,925.0
865,12.0,925.0
866,12.5,925.0
867,13.0,925.0
868,13.5,925.0
869,14.0,925.0
870,14.5,925.0
871,15.0,925.0
872,15.5,925.0
873,16.0,925.0
874,16.5,925.0
875,17.0,925.0
876,17.5,925.0
877,18.0,925.0
878,18.5,925.0
879,19.0,925.0
880,19.5,925.0
881,20.0,925.0
882,20.5,925.0
883,21.0,925.0
884,21.5,925.0
885,22.0,925.0
886,22.5,925.0
887,23.0,925.0
888,23.5,925.0
889,24.0,925.0
890,24.5,925.0
891,25.0,925.0
892,25.5,925.0
893,26.0,925.0
894,26.5,925.0
895,27.0,925.0
896,27.5,925.0
897,28.0,925.0
898,28.5,925.0
899,29.0,925.0
900,29.5,925.0
901,30.0,925.0
902,10.0,950.0
903,10.5,950.0
904,11.0,950.0
905,11.5,950.0
906,12.0,950.0
907,12.5,950.0
908,13.0,950.0
909,13.5,950.0
910,14.0,950.0
911,14.5,950.0
912,15.0,950.0
913,15.5,950.0
914,16.0,950.0
915,16.5,950.0
916,17.0,950.0
917,17.5,950.0
918,18.0,950.0
919,18.5,950.0
920,19.0,950.0
921,19.5,950.0
922,20.0,950.0
923,20.5,950.0
924,21.0,950.0
925,21.5,950.0
926,22.0,950.0
927,22.5,950.0
928,23.0,950.0
929,23.5,950.0
930,24.0,950.0
931,24.5,950.0
932,25.0,950.0
933,25.5,950.0
934,26.0,950.0
935,26.5,950.0
936,27.0,950.0
937,27.5,950.0
938,28.0,950.0
939,28.5,950.0
940,29.0,950.0
941,29.5,950.0
942,30.0,950.0
943,10.0,975.0
944,10.5,975.0
945,11.0,975.0
946,11.5,975.0
947,12.0,975.0
948,12.5,975.0
949,13.0,975.0
950,13.5,975.0
951,14.0,975.0
952,14.5,975.0
953,15.0,975.0
954,15.5,975.0
955,16.0,975.0
956,16.5,975.0
957,17.0,975.0
958,17.5,975.0
959,18.0,975.0
960,18.5,975.0
961,19.0,975.0
962,19.5,975.0
963,20.0,975.0
964,20.5,975.0
965,21.0,975.0
966,21.5,975.0
967,22.0,975.0
968,22.5,975.0
969,23.0,975.0
970,23.5,975.0
971,24.0,975.0
972,24.5,975.0
973,25.0,975.0
974,25.5,975.0
975,26.0,975.0
976,26.5,975.0
977,27.0,975.0
978,27.5,975.0
979,28.0,975.0
980,28.5,975.0
981,29.0,975.0
982,29.5,975.0
983,30.0,975.0
984,10.0,1000.0
985,10.5,1000.0
986,11.0,1000.0
987,11.5,1000.0
988,12.0,1000.0
989,12.5,1000.0
990,13.0,1000.0
991,13.5,1000.0
992,14.0,1000.0
993,14.5,1000.0
994,15.0,1000.0
995,15.5,1000.0
996,16.0,1000.0
997,16.5,1000.0
998,17.0,1000.0
999,17.5,1000.0
1000,18.0,1000.0
1001,18.5,1000.0
1002,19.0,1000.0
1003,19.5,1000.0
1004,20.0,1000.0
1005,20.5,1000.0
1006,21.0,1000.0
1007,21.5,1000.0
1008,22.0,1000.0
1009,22.5,1000.0
1010,23.0,1000.0
1011,23.5,1000.0
1012,24.0,1000.0
1013,24.5,1000.0
1014,25.0,1000.0
1015,25.5,1000.0
1016,26.0,1000.0
1017,26.5,1000.0
1018,27.0,1000.0
1019,27.5,1000.0
1020,28.0,1000.0
1021,28.5,1000.0
1022,29.0,1000.0
1023,29.5,1000.0
1024,30.0,1000.0
1025,10.0,1025.0
1026,10.5,1025.0
1027,11.0,1025.0
1028,11.5,1025.0
1029,12.0,1025.0
1030,12.5,1025.0
1031,13.0,1025.0
1032,13.5,1025.0
1033,14.0,1025.0
1034,14.5,1025.0
1035,15.0,1025.0
1036,15.5,1025.0
1037,16.0,1025.0
1038,16.5,1025.0
1039,17.0,1025.0
1040,17.5,1025.0
1041,18.0,1025.0
1042,18.5,1025.0
1043,19.0,1025.0
1044,19.5,1025.0
1045,20.0,1025.0
1046,20.5,1025.0
1047,21.0,1025.0
1048,21.5,1025.0
1049,22.0,1025.0
1050,22.5,1025.0
1051,23.0,1025.0
1052,23.5,1025.0
1053,24.0,1025.0
1054,24.5,1025.0
1055,25.0,1025.0
1056,25.5,1025.0
1057,26.0,1025.0
1058,26.5,1025.0
1059,27.0,1025.0
1060,27.5,1025.0
1061,28.0,1025.0
1062,28.5,1025.0
1063,29.0,1025.0
1064,29.5,1025.0
1065,30.0,1025.0
1066,10.0,1050.0
1067,10.5,1050.0
1068,11.0,1050.0
1069,11.5,1050.0
1070,12.0,1050.0
1071,12.5,1050.0
1072,13.0,1050.0
1073,13.5,1050.0
1074,14.0,1050.0
1075,14.5,1050.0
1076,15.0,1050.0
1077,15.5,1050.0
1078,16.0,1050.0
1079,16.5,1050.0
1080,17.0,1050.0
1081,17.5,1050.0
1082,18.0,1050.0
1083,18.5,1050.0
1084,19.0,1050.0
1085,19.5,1050.0
1086,20.0,1050.0
1087,20.5,1050.0
1088,21.0,1050.0
1089,21.5,1050.0
1090,22.0,1050.0
1091,22.5,1050.0
1092,23.0,1050.0
1093,23.5,1050.0
1094,24.0,1050.0
1095,24.5,1050.0
1096,25.0,1050.0
1097,25.5,1050.0
1098,26.0,1050.0
1099,26.5,1050.0
1100,27.0,1050.0
1101,27.5,1050.0
1102,28.0,1050.0
1103,28.5,1050.0
1104,29.0,1050.0
1105,29.5,1050.0
1106,30.0,1050.0
1107,10.0,1075.0
1108,10.5,1075.0
1109,11.0,1075.0
1110,11.5,1075.0
1111,12.0,1075.0
1112,12.5,1075.0
1113,13.0,1075.0
1114,13.5,1075.0
1115,14.0,1075.0
1116,14.5,1075.0
1117,15.0,1075.0
1118,15.5,1075.0
1119,16.0,1075.0
1120,16.5,1075.0
1121,17.0,1075.0
1122,17.5,1075.0
1123,18.0,1075.0
1124,18.5,1075.0
1125,19.0,1075.0
1126,19.5,1075.0
1127,20.0,1075.0
1128,20.5,1075.0
1129,21.0,1075.0
1130,21.5,1075.0
1131,22.0,1075.0
1132,22.5,1075.0
1133,23.0,1075.0
1134,23.5,1075.0
1135,24.0,1075.0
1136,24.5,1075.0
1137,25.0,1075.0
1138,25.5,1075.0
1139,26.0,1075.0
1140,26.5,1075.0
1141,27.0,1075.0
1142,27.5,1075.0
1143,28.0,1075.0
1144,28.5,1075.0
1145,29.0,1075.0
1146,29.5,1075.0
1147,30.0,1075.0
1148,10.0,1100.0
1149,10.5,1100.0
1150,11.0,1100.0
1151,11.5,1100.0
1152,12.0,1100.0
1153,12.5,1100.0
1154,13.0,1100.0
1155,13.5,1100.0
1156,14.0,1100.0
1157,14.5,1100.0
1158,15.0,1100.0
1159,15.5,1100.0
1160,16.0,1100.0
1161,16.5,1100.0
1162,17.0,1100.0
1163,17.5,1100.0
1164,18.0,1100.0
1165,18.5,1100.0
1166,19.0,1100.0
1167,19.5,1100.0
1168,20.0,1100.0
1169,20.5,1100.0
1170,21.0,1100.0
1171,21.5,1100.0
1172,22.0,1100.0
1173,22.5,1100.0
1174,23.0,1100.0
1175,23.5,1100.0
1176,24.0,1100.0
1177,24.5,1100.0
1178,25.0,1100.0
1179,25.5,1100.0
1180,26.0,1100.0
1181,26.5,1100.0
1182,27.0,1100.0
1183,27.5,1100.0
1184,28.0,1100.0
1185,28.5,1100.0
1186,29.0,1100.0
1187,29.5,1100.0
1188,30.0,1100.0
1189,10.0,1125.0
1190,10.5,1125.0
1191,11.0,1125.0
1192,11.5,1125.0
1193,12.0,1125.0
1194,12.5,1125.0
1195,13.0,1125.0
1196,13.5,1125.0
1197,14.0,1125.0
1198,14.5,1125.0
1199,15.0,1125.0
1200,15.5,1125.0
1201,16.0,1125.0
1202,16.5,1125.0
1203,17.0,1125.0
1204,17.5,1125.0
1205,18.0,1125.0
1206,18.5,1125.0
1207,19.0,1125.0
1208,19.5,1125.0
1209,20.0,1125.0
1210,20.5,1125.0
1211,21.0,1125.0
1212,21.5,1125.0
1213,22.0,1125.0
1214,22.5,1125.0
1215,23.0,1125.0
1216,23.5,1125.0
1217,24.0,1125.0
1218,24.5,1125.0
1219,25.0,1125.0
1220,25.5,1125.0
1221,26.0,1125.0
1222,26.5,1125.0
1223,27.0,1125.0
1224,27.5,1125.0
1225,28.0,1125.0
1226,28.5,1125.0
1227,29.0,1125.0
1228,29.5,1125.0
1229,30.0,1125.0
1230,10.0,1150.0
1231,10.5,1150.0
1232,11.0,1150.0
1233,11.5,1150.0
1234,12.0,1150.0
1235,12.5,1150.0
1236,13.0,1150.0
1237,13.5,1150.0
1238,14.0,1150.0
1239,14.5,1150.0
1240,15.0,1150.0
1241,15.5,1150.0
1242,16.0,1150.0
1243,16.5,1150.0
1244,17.0,1150.0
1245,17.5,1150.0
1246,18.0,1150.0
1247,18.5,1150.0
1248,19.0,1150.0
1249,19.5,1150.0
1250,20.0,1150.0
1251,20.5,1150.0
1252,21.0,1150.0
1253,21.5,1150.0
1254,22.0,1150.0
1255,22.5,1150.0
1256,23.0,1150.0
1257,23.5,1150.0
1258,24.0,1150.0
1259,24.5,1150.0
1260,25.0,1150.0
1261,25.5,1150.0
1262,26.0,1150.0
1263,26.5,1150.0
1264,27.0,1150.0
1265,27.5,1150.0
1266,28.0,1150.0
1267,28.5,1150.0
1268,29.0,1150.0
1269,29.5,1150.0
1270,30.0,1150.0
1271,10.0,1175.0
1272,10.5,1175.0
1273,11.0,1175.0
1274,11.5,1175.0
1275,12.0,1175.0
1276,12.5,1175.0
1277,13.0,1175.0
1278,13.5,1175.0
1279,14.0,1175.0
1280,14.5,1175.0
1281,15.0,1175.0
1282,15.5,1175.0
1283,16.0,1175.0
1284,16.5,1175.0
1285,17.0,1175.0
1286,17.5,1175.0
1287,18.0,1175.0
1288,18.5,1175.0
1289,19.0,1175.0
1290,19.5,1175.0
1291,20.0,1175.0
1292,20.5,1175.0
1293,21.0,1175.0
1294,21.5,1175.0
1295,22.0,1175.0
1296,22.5,1175.0
1297,23.0,1175.0
1298,23.5,1175.0
1299,24.0,1175.0
1300,24.5,1175.0
1301,25.0,1175.0
1302,25.5,1175.0
1303,26.0,1175.0
1304,26.5,1175.0
1305,27.0,1175.0
1306,27.5,1175.0
1307,28.0,1175.0
1308,28.5,1175.0
1309,29.0,1175.0
1310,29.5,1175.0
1311,30.0,1175.0
1312,10.0,1200.0
1313,10.5,1200.0
1314,11.0,1200.0
1315,11.5,1200.0
1316,12.0,1200.0
1317,12.5,1200.0
1318,13.0,1200.0
1319,13.5,1200.0
1320,14.0,1200.0
1321,14.5,1200.0
1322,15.0,1200.0
1323,15.5,1200.0
1324,16.0,1200.0
1325,16.5,1200.0
1326,17.0,1200.0
1327,17.5,1200.0
1328,18.0,1200.0
1329,18.5,1200.0
